name, temp, time, distance
Pluto,-368.34,20000,5849999999081.142
Pluto,-368.34,20000,5849999997989.028
Pluto,-368.34,20000,5849999996723.66
Pluto,-368.34,20000,5849999995285.039
Pluto,-368.34,20000,5849999993673.168
Pluto,-368.34,20000,5849999991888.052
Pluto,-368.34,20000,5849999989929.693
Pluto,-368.34,20000,5849999987798.102
Pluto,-368.34,20000,5849999985493.283
Pluto,-368.34,20000,5849999983015.248
Pluto,-368.34,20000,5849999980364.005
Pluto,-368.34,20000,5849999977539.567
Pluto,-368.34,20000,5849999974541.946
Pluto,-368.34,20000,5849999971371.155
Pluto,-368.34,20000,5849999968027.21
Pluto,-368.34,20000,5849999964510.129
Pluto,-368.34,20000,5849999960819.925
Pluto,-368.34,20000,5849999956956.619
Pluto,-368.34,20000,5849999952920.23
Pluto,-368.34,20000,5849999948710.781
Pluto,-368.34,20000,5849999944328.294
Pluto,-368.34,20000,5849999939772.789
Pluto,-368.34,20000,5849999935044.294
Pluto,-368.34,20000,5849999930142.834
Pluto,-368.34,20000,5849999925068.435
Pluto,-368.34,20000,5849999919821.126
Pluto,-368.34,20000,5849999914400.936
Pluto,-368.34,20000,5849999908807.895
Pluto,-368.34,20000,5849999903042.035
Pluto,-368.34,20000,5849999897103.39
Pluto,-368.34,20000,5849999890991.992
Pluto,-368.34,20000,5849999884707.878
Pluto,-368.34,20000,5849999878251.084
Pluto,-368.34,20000,5849999871621.647
Pluto,-368.34,20000,5849999864819.605
Pluto,-368.34,20000,5849999857844.999
Pluto,-368.34,20000,5849999850697.87
Pluto,-368.34,20000,5849999843378.26
Pluto,-368.34,20000,5849999835886.21
Pluto,-368.34,20000,5849999828221.768
Pluto,-368.34,20000,5849999820384.976
Pluto,-368.34,20000,5849999812375.883
Pluto,-368.34,20000,5849999804194.535
Pluto,-368.34,20000,5849999795840.982
Pluto,-368.34,20000,5849999787315.273
Pluto,-368.34,20000,5849999778617.462
Pluto,-368.34,20000,5849999769747.597
Pluto,-368.34,20000,5849999760705.733
Pluto,-368.34,20000,5849999751491.924
Pluto,-368.34,20000,5849999742106.226
Pluto,-368.34,20000,5849999732548.694
Pluto,-368.34,20000,5849999722819.387
Pluto,-368.34,20000,5849999712918.363
Pluto,-368.34,20000,5849999702845.682
Pluto,-368.34,20000,5849999692601.402
Pluto,-368.34,20000,5849999682185.588
Pluto,-368.34,20000,5849999671598.302
Pluto,-368.34,20000,5849999660839.606
Pluto,-368.34,20000,5849999649909.566
Pluto,-368.34,20000,5849999638808.248
Pluto,-368.34,20000,5849999627535.717
Pluto,-368.34,20000,5849999616092.04
Pluto,-368.34,20000,5849999604477.288
Pluto,-368.34,20000,5849999592691.53
Pluto,-368.34,20000,5849999580734.837
Pluto,-368.34,20000,5849999568607.278
Pluto,-368.34,20000,5849999556308.929
Pluto,-368.34,20000,5849999543839.859
Pluto,-368.34,20000,5849999531200.147
Pluto,-368.34,20000,5849999518389.865
Pluto,-368.34,20000,5849999505409.09
Pluto,-368.34,20000,5849999492257.897
Pluto,-368.34,20000,5849999478936.367
Pluto,-368.34,20000,5849999465444.578
Pluto,-368.34,20000,5849999451782.606
Pluto,-368.34,20000,5849999437950.537
Pluto,-368.34,20000,5849999423948.449
Pluto,-368.34,20000,5849999409776.424
Pluto,-368.34,20000,5849999395434.545
Pluto,-368.34,20000,5849999380922.896
Pluto,-368.34,20000,5849999366241.5625
Pluto,-368.34,20000,5849999351390.629
Pluto,-368.34,20000,5849999336370.181
Pluto,-368.34,20000,5849999321180.306
Pluto,-368.34,20000,5849999305821.091
Pluto,-368.34,20000,5849999290292.625
Pluto,-368.34,20000,5849999274594.996
Pluto,-368.34,20000,5849999258728.295
Pluto,-368.34,20000,5849999242692.612
Pluto,-368.34,20000,5849999226488.039
Pluto,-368.34,20000,5849999210114.667
Pluto,-368.34,20000,5849999193572.589
Pluto,-368.34,20000,5849999176861.896
Pluto,-368.34,20000,5849999159982.685
Pluto,-368.34,20000,5849999142935.05
Pluto,-368.34,20000,5849999125719.084
Pluto,-368.34,20000,5849999108334.885
Pluto,-368.34,20000,5849999090782.548
Pluto,-368.34,20000,5849999073062.17
Pluto,-368.34,20000,5849999055173.852
Pluto,-368.34,20000,5849999037117.6875
Pluto,-368.34,20000,5849999018893.776
Pluto,-368.34,20000,5849999000502.218
Pluto,-368.34,20000,5849998981943.113
Pluto,-368.34,20000,5849998963216.5625
Pluto,-368.34,20000,5849998944322.665
Pluto,-368.34,20000,5849998925261.522
Pluto,-368.34,20000,5849998906033.238
Pluto,-368.34,20000,5849998886637.913
Pluto,-368.34,20000,5849998867075.65
Pluto,-368.34,20000,5849998847346.554
Pluto,-368.34,20000,5849998827450.726
Pluto,-368.34,20000,5849998807388.2705
Pluto,-368.34,20000,5849998787159.293
Pluto,-368.34,20000,5849998766763.898
Pluto,-368.34,20000,5849998746202.191
Pluto,-368.34,20000,5849998725474.277
Pluto,-368.34,20000,5849998704580.265
Pluto,-368.34,20000,5849998683520.257
Pluto,-368.34,20000,5849998662294.361
Pluto,-368.34,20000,5849998640902.686
Pluto,-368.34,20000,5849998619345.338
Pluto,-368.34,20000,5849998597622.425
Pluto,-368.34,20000,5849998575734.055
Pluto,-368.34,20000,5849998553680.336
Pluto,-368.34,20000,5849998531461.377
Pluto,-368.34,20000,5849998509077.286
Pluto,-368.34,20000,5849998486528.174
Pluto,-368.34,20000,5849998463814.149
Pluto,-368.34,20000,5849998440935.32
Pluto,-368.34,20000,5849998417891.799
Pluto,-368.34,20000,5849998394683.694
Pluto,-368.34,20000,5849998371311.116
Pluto,-368.34,20000,5849998347774.175
Pluto,-368.34,20000,5849998324072.981
Pluto,-368.34,20000,5849998300207.647
Pluto,-368.34,20000,5849998276178.284
Pluto,-368.34,20000,5849998251985.001
Pluto,-368.34,20000,5849998227627.909
Pluto,-368.34,20000,5849998203107.12
Pluto,-368.34,20000,5849998178422.748
Pluto,-368.34,20000,5849998153574.9
Pluto,-368.34,20000,5849998128563.691
Pluto,-368.34,20000,5849998103389.232
Pluto,-368.34,20000,5849998078051.635
Pluto,-368.34,20000,5849998052551.011
Pluto,-368.34,20000,5849998026887.473
Pluto,-368.34,20000,5849998001061.131
Pluto,-368.34,20000,5849997975072.1
Pluto,-368.34,20000,5849997948920.489
Pluto,-368.34,20000,5849997922606.412
Pluto,-368.34,20000,5849997896129.98
Pluto,-368.34,20000,5849997869491.307
Pluto,-368.34,20000,5849997842690.504
Pluto,-368.34,20000,5849997815727.683
Pluto,-368.34,20000,5849997788602.954
Pluto,-368.34,20000,5849997761316.434
Pluto,-368.34,20000,5849997733868.229
Pluto,-368.34,182030,5849997415688.621
Pluto,-368.34,182030,5849997084210.313
Pluto,-368.34,182030,5849996739519.186
Pluto,-368.34,182030,5849996381700.515
Pluto,-368.34,182030,5849996010838.108
Pluto,-368.34,182030,5849995627013.511
Pluto,-368.34,182030,5849995230305.37
Pluto,-368.34,182030,5849994820789.029
Pluto,-368.34,182030,5849994398536.377
Pluto,-368.34,182030,5849993963615.967
Pluto,-368.34,182030,5849993516093.393
Pluto,-368.34,182030,5849993056031.876
Pluto,-368.34,182030,5849992583492.968
Pluto,-368.34,182030,5849992098537.292
Pluto,-368.34,182030,5849991601225.241
Pluto,-368.34,182030,5849991091617.533
Pluto,-368.34,182030,5849990569775.592
Pluto,-368.34,182030,5849990035761.727
Pluto,-368.34,182030,5849989489639.098
Pluto,-368.34,182030,5849988931471.496
Pluto,-368.34,182030,5849988361322.963
Pluto,-368.34,182030,5849987779257.302
Pluto,-368.34,182030,5849987185337.511
Pluto,-368.34,182030,5849986579625.183
Pluto,-368.34,182030,5849985962179.907
Pluto,-368.34,182030,5849985333058.698
Pluto,-368.34,182030,5849984692315.485
Pluto,-368.34,182030,5849984040000.66
Pluto,-368.34,182030,5849983376160.715
Pluto,-368.34,182030,5849982700837.96
Pluto,-368.34,182030,5849982014070.332
Pluto,-368.34,182030,5849981315891.284
Pluto,-368.34,182030,5849980606329.755
Pluto,-368.34,182030,5849979885410.213
Pluto,-368.34,182030,5849979153152.754
Pluto,-368.34,182030,5849978409573.242
Pluto,-368.34,182030,5849977654683.49
Pluto,-368.34,182030,5849976888491.436
Pluto,-368.34,182030,5849976111001.326
Pluto,-368.34,182030,5849975322213.863
Pluto,-368.34,182030,5849974522126.307
Pluto,-368.34,182030,5849973710732.506
Pluto,-368.34,182030,5849972888022.853
Pluto,-368.34,182030,5849972053984.13
Pluto,-368.34,182030,5849971208599.276
